id,name,type,code,full_path,parent_id:id
xatruonghoa20250805154610403,Xã Trường Hòa,ward,25639," > Xã Trường Hòa",environment.huyenlocninh
xatruongdong20250805154610404,Xã Trường Đông,ward,25642," > Xã Trường Đông",environment.huyenlocninh
phuonglongthanhtrung20250805154610405,Phường Long Thành Trung,ward,25645," > Phường Long Thành Trung",environment.huyenlocninh
xatruongtay20250805154610407,Xã Trường Tây,ward,25648," > Xã Trường Tây",environment.huyenlocninh
xalongthanhnam20250805154610408,Xã Long Thành Nam,ward,25651," > Xã Long Thành Nam",environment.huyenlocninh
thitrangodau20250805154610409,Thị trấn Gò Dầu,ward,25654,Tỉnh Tây Ninh > Huyện Gò Dầu > Thị trấn Gò Dầu,environment.huyenbudop
xathanhduc20250805154610411,Xã Thạnh Đức,ward,25657,Tỉnh Tây Ninh > Huyện Gò Dầu > Xã Thạnh Đức,environment.huyenbudop
xacamgiang20250805154610412,Xã Cẩm Giang,ward,25660,Tỉnh Tây Ninh > Huyện Gò Dầu > Xã Cẩm Giang,environment.huyenbudop
xahiepthanh20250805154610414,Xã Hiệp Thạnh,ward,25663,Tỉnh Tây Ninh > Huyện Gò Dầu > Xã Hiệp Thạnh,environment.huyenbudop
xabaudon20250805154610415,Xã Bàu Đồn,ward,25666,Tỉnh Tây Ninh > Huyện Gò Dầu > Xã Bàu Đồn,environment.huyenbudop
xaphuocthanh20250805154610416,Xã Phước Thạnh,ward,25669,Tỉnh Tây Ninh > Huyện Gò Dầu > Xã Phước Thạnh,environment.huyenbudop
xaphuocdong20250805154610417,Xã Phước Đông,ward,25672,Tỉnh Tây Ninh > Huyện Gò Dầu > Xã Phước Đông,environment.huyenbudop
xaphuoctrach20250805154610418,Xã Phước Trạch,ward,25675,Tỉnh Tây Ninh > Huyện Gò Dầu > Xã Phước Trạch,environment.huyenbudop
xathanhphuoc20250805154610420,Xã Thanh Phước,ward,25678,Tỉnh Tây Ninh > Huyện Gò Dầu > Xã Thanh Phước,environment.huyenbudop
thitranbencau20250805154610421,Thị trấn Bến Cầu,ward,25681,Tỉnh Tây Ninh > Huyện Bến Cầu > Thị trấn Bến Cầu,environment.huyenhonquan
xalongchu20250805154610423,Xã Long Chữ,ward,25684,Tỉnh Tây Ninh > Huyện Bến Cầu > Xã Long Chữ,environment.huyenhonquan
xalongphuoc20250805154610424,Xã Long Phước,ward,25687,Tỉnh Tây Ninh > Huyện Bến Cầu > Xã Long Phước,environment.huyenhonquan
xalonggiang20250805154610425,Xã Long Giang,ward,25690,Tỉnh Tây Ninh > Huyện Bến Cầu > Xã Long Giang,environment.huyenhonquan
xatienthuan20250805154610426,Xã Tiên Thuận,ward,25693,Tỉnh Tây Ninh > Huyện Bến Cầu > Xã Tiên Thuận,environment.huyenhonquan
xalongkhanh20250805154610428,Xã Long Khánh,ward,25696,Tỉnh Tây Ninh > Huyện Bến Cầu > Xã Long Khánh,environment.huyenhonquan
xaloithuan20250805154610429,Xã Lợi Thuận,ward,25699,Tỉnh Tây Ninh > Huyện Bến Cầu > Xã Lợi Thuận,environment.huyenhonquan
xalongthuan20250805154610430,Xã Long Thuận,ward,25702,Tỉnh Tây Ninh > Huyện Bến Cầu > Xã Long Thuận,environment.huyenhonquan
xaanthanh20250805154610431,Xã An Thạnh,ward,25705,Tỉnh Tây Ninh > Huyện Bến Cầu > Xã An Thạnh,environment.huyenhonquan
phuongtrangbang20250805154610432,Phường Trảng Bàng,ward,25708," > Phường Trảng Bàng",environment.huyendongphu
xadonthuan20250805154610434,Xã Đôn Thuận,ward,25711," > Xã Đôn Thuận",environment.huyendongphu
xahungthuan20250805154610435,Xã Hưng Thuận,ward,25714," > Xã Hưng Thuận",environment.huyendongphu
phuonglochung20250805154610436,Phường Lộc Hưng,ward,25717," > Phường Lộc Hưng",environment.huyendongphu
phuonggialoc20250805154610437,Phường Gia Lộc,ward,25720," > Phường Gia Lộc",environment.huyendongphu
phuonggiabinh20250805154610438,Phường Gia Bình,ward,25723," > Phường Gia Bình",environment.huyendongphu
xaphuocbinh20250805154610440,Xã Phước Bình,ward,25729," > Xã Phước Bình",environment.huyendongphu
phuongantinh20250805154610441,Phường An Tịnh,ward,25732," > Phường An Tịnh",environment.huyendongphu
phuonganhoa20250805154610442,Phường An Hòa,ward,25735," > Phường An Hòa",environment.huyendongphu
xaphuocchi20250805154610443,Xã Phước Chỉ,ward,25738," > Xã Phước Chỉ",environment.huyendongphu
phuonghiepthanh20250805154610444,Phường Hiệp Thành,ward,25741,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Hiệp Thành,environment.thanhphotayninh
phuongphuloi20250805154610446,Phường Phú Lợi,ward,25744,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Phú Lợi,environment.thanhphotayninh
phuongphucuong20250805154610447,Phường Phú Cường,ward,25747,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Phú Cường,environment.thanhphotayninh
phuongphuhoa20250805154610448,Phường Phú Hòa,ward,25750,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Phú Hòa,environment.thanhphotayninh
phuongphutho20250805154610449,Phường Phú Thọ,ward,25753,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Phú Thọ,environment.thanhphotayninh
phuongchanhnghia20250805154610450,Phường Chánh Nghĩa,ward,25756,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Chánh Nghĩa,environment.thanhphotayninh
phuongdinhhoa20250805154610452,Phường Định Hoà,ward,25759,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Định Hoà,environment.thanhphotayninh
phuonghoaphu20250805154610453,Phường Hoà Phú,ward,25760,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Hoà Phú,environment.thanhphotayninh
phuongphumy20250805154610454,Phường Phú Mỹ,ward,25762,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Phú Mỹ,environment.thanhphotayninh
phuongphutan20250805154610455,Phường Phú Tân,ward,25763,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Phú Tân,environment.thanhphotayninh
phuongtanan20250805154610456,Phường Tân An,ward,25765,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Tân An,environment.thanhphotayninh
phuonghiepan20250805154610457,Phường Hiệp An,ward,25768,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Hiệp An,environment.thanhphotayninh
phuongtuongbinhhiep20250805154610459,Phường Tương Bình Hiệp,ward,25771,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Tương Bình Hiệp,environment.thanhphotayninh
phuongchanhmy20250805154610460,Phường Chánh Mỹ,ward,25774,Tỉnh Bình Dương > Thành phố Thủ Dầu Một > Phường Chánh Mỹ,environment.thanhphotayninh
phuongmyphuoc20250805154610461,Phường Mỹ Phước,ward,25813," > Phường Mỹ Phước",environment.huyentanbien
phuongchanhphuhoa20250805154610462,Phường Chánh Phú Hòa,ward,25837," > Phường Chánh Phú Hòa",environment.huyentanbien
phuongandien20250805154610463,Phường An Điền,ward,25840," > Phường An Điền",environment.huyentanbien
phuongantay20250805154610465,Phường An Tây,ward,25843," > Phường An Tây",environment.huyentanbien
phuongthoihoa20250805154610466,Phường Thới Hòa,ward,25846," > Phường Thới Hòa",environment.huyentanbien
phuonghoaloi20250805154610467,Phường Hòa Lợi,ward,25849," > Phường Hòa Lợi",environment.huyentanbien
phuongtandinh20250805154610468,Phường Tân Định,ward,25852," > Phường Tân Định",environment.huyentanbien
xaphuan20250805154610469,Xã Phú An,ward,25855," > Xã Phú An",environment.huyentanbien
thitranphuocvinh20250805154610471,Thị trấn Phước Vĩnh,ward,25858,Tỉnh Bình Dương > Huyện Phú Giáo > Thị trấn Phước Vĩnh,environment.huyentanchau
xaanlinh20250805154610472,Xã An Linh,ward,25861,Tỉnh Bình Dương > Huyện Phú Giáo > Xã An Linh,environment.huyentanchau
xaphuocsang20250805154610473,Xã Phước Sang,ward,25864,Tỉnh Bình Dương > Huyện Phú Giáo > Xã Phước Sang,environment.huyentanchau
xaanthai20250805154610475,Xã An Thái,ward,25865,Tỉnh Bình Dương > Huyện Phú Giáo > Xã An Thái,environment.huyentanchau
xaanlong20250805154610476,Xã An Long,ward,25867,Tỉnh Bình Dương > Huyện Phú Giáo > Xã An Long,environment.huyentanchau
xaanbinh20250805154610477,Xã An Bình,ward,25870,Tỉnh Bình Dương > Huyện Phú Giáo > Xã An Bình,environment.huyentanchau
xatanhiep20250805154610478,Xã Tân Hiệp,ward,25873,Tỉnh Bình Dương > Huyện Phú Giáo > Xã Tân Hiệp,environment.huyentanchau
xatamlap20250805154610480,Xã Tam Lập,ward,25876,Tỉnh Bình Dương > Huyện Phú Giáo > Xã Tam Lập,environment.huyentanchau
xatanlong20250805154610481,Xã Tân Long,ward,25879,Tỉnh Bình Dương > Huyện Phú Giáo > Xã Tân Long,environment.huyentanchau
xavinhhoa20250805154610482,Xã Vĩnh Hoà,ward,25882,Tỉnh Bình Dương > Huyện Phú Giáo > Xã Vĩnh Hoà,environment.huyentanchau
xaphuochoa20250805154610483,Xã Phước Hoà,ward,25885,Tỉnh Bình Dương > Huyện Phú Giáo > Xã Phước Hoà,environment.huyentanchau
phuonguyenhung20250805154610485,Phường Uyên Hưng,ward,25888," > Phường Uyên Hưng",environment.huyenduongminhchau
phuongtanphuockhanh20250805154610486,Phường Tân Phước Khánh,ward,25891," > Phường Tân Phước Khánh",environment.huyenduongminhchau
phuongvinhtan20250805154610487,Phường Vĩnh Tân,ward,25912," > Phường Vĩnh Tân",environment.huyenduongminhchau
phuonghoinghia20250805154610488,Phường Hội Nghĩa,ward,25915," > Phường Hội Nghĩa",environment.huyenduongminhchau
phuongtanhiep20250805154610489,Phường Tân Hiệp,ward,25920," > Phường Tân Hiệp",environment.huyenduongminhchau
phuongkhanhbinh20250805154610490,Phường Khánh Bình,ward,25921," > Phường Khánh Bình",environment.huyenduongminhchau
phuongphuchanh20250805154610492,Phường Phú Chánh,ward,25924," > Phường Phú Chánh",environment.huyenduongminhchau
xabachdang20250805154610493,Xã Bạch Đằng,ward,25930," > Xã Bạch Đằng",environment.huyenduongminhchau
phuongtanvinhhiep20250805154610494,Phường Tân Vĩnh Hiệp,ward,25933," > Phường Tân Vĩnh Hiệp",environment.huyenduongminhchau
phuongthanhphuoc20250805154610495,Phường Thạnh Phước,ward,25936," > Phường Thạnh Phước",environment.huyenduongminhchau
xathanhhoi20250805154610497,Xã Thạnh Hội,ward,25937," > Xã Thạnh Hội",environment.huyenduongminhchau
phuongthaihoa20250805154610498,Phường Thái Hòa,ward,25939," > Phường Thái Hòa",environment.huyenduongminhchau
phuonganthanh20250805154610499,Phường An Thạnh,ward,25963,Tỉnh Bình Dương > Thành phố Thuận An > Phường An Thạnh,environment.huyenhoathanh
phuonglaithieu20250805154610500,Phường Lái Thiêu,ward,25966,Tỉnh Bình Dương > Thành phố Thuận An > Phường Lái Thiêu,environment.huyenhoathanh
phuongbinhchuan20250805154610501,Phường Bình Chuẩn,ward,25969,Tỉnh Bình Dương > Thành phố Thuận An > Phường Bình Chuẩn,environment.huyenhoathanh
phuongthuangiao20250805154610502,Phường Thuận Giao,ward,25972,Tỉnh Bình Dương > Thành phố Thuận An > Phường Thuận Giao,environment.huyenhoathanh
phuonganphu20250805154610503,Phường An Phú,ward,25975,Tỉnh Bình Dương > Thành phố Thuận An > Phường An Phú,environment.huyenhoathanh
phuonghungdinh20250805154610505,Phường Hưng Định,ward,25978,Tỉnh Bình Dương > Thành phố Thuận An > Phường Hưng Định,environment.huyenhoathanh
xaanson20250805154610506,Xã An Sơn,ward,25981,Tỉnh Bình Dương > Thành phố Thuận An > Xã An Sơn,environment.huyenhoathanh
phuongbinhnham20250805154610507,Phường Bình Nhâm,ward,25984,Tỉnh Bình Dương > Thành phố Thuận An > Phường Bình Nhâm,environment.huyenhoathanh
phuongbinhhoa20250805154610508,Phường Bình Hòa,ward,25987,Tỉnh Bình Dương > Thành phố Thuận An > Phường Bình Hòa,environment.huyenhoathanh
phuongvinhphu20250805154610509,Phường Vĩnh Phú,ward,25990,Tỉnh Bình Dương > Thành phố Thuận An > Phường Vĩnh Phú,environment.huyenhoathanh
xatandinh20250805154610511,Xã Tân Định,ward,25894,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Xã Tân Định,environment.huyengodau
xabinhmy20250805154610512,Xã Bình Mỹ,ward,25897,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Xã Bình Mỹ,environment.huyengodau
thitrantanbinh20250805154610513,Thị trấn Tân Bình,ward,25900,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Thị trấn Tân Bình,environment.huyengodau
xatanlap20250805154610514,Xã Tân Lập,ward,25903,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Xã Tân Lập,environment.huyengodau
thitrantanthanh20250805154610515,Thị trấn Tân Thành,ward,25906,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Thị trấn Tân Thành,environment.huyengodau
xadatcuoc20250805154610516,Xã Đất Cuốc,ward,25907,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Xã Đất Cuốc,environment.huyengodau
xahieuliem20250805154610518,Xã Hiếu Liêm,ward,25908,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Xã Hiếu Liêm,environment.huyengodau
xalacan20250805154610519,Xã Lạc An,ward,25909,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Xã Lạc An,environment.huyengodau
xatanmy20250805154610520,Xã Tân Mỹ,ward,25918,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Xã Tân Mỹ,environment.huyengodau
xathuongtan20250805154610521,Xã Thường Tân,ward,25927,Tỉnh Bình Dương > Huyện Bắc Tân Uyên > Xã Thường Tân,environment.huyengodau
phuongtrangdai20250805154610523,Phường Trảng Dài,ward,25993,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Trảng Dài,environment.thanhphothudaumot
phuongtanphong20250805154610524,Phường Tân Phong,ward,25996,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tân Phong,environment.thanhphothudaumot
phuongtanbien20250805154610525,Phường Tân Biên,ward,25999,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tân Biên,environment.thanhphothudaumot
phuonghonai20250805154610526,Phường Hố Nai,ward,26002,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Hố Nai,environment.thanhphothudaumot
phuongtanhoa20250805154610527,Phường Tân Hòa,ward,26005,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tân Hòa,environment.thanhphothudaumot
phuongtanhiep20250805154610529,Phường Tân Hiệp,ward,26008,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tân Hiệp,environment.thanhphothudaumot
phuongbuulong20250805154610530,Phường Bửu Long,ward,26011,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Bửu Long,environment.thanhphothudaumot
phuongtanmai20250805154610531,Phường Tân Mai,ward,26014,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tân Mai,environment.thanhphothudaumot
phuongtamhiep20250805154610532,Phường Tam Hiệp,ward,26017,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tam Hiệp,environment.thanhphothudaumot
phuonglongbinh20250805154610533,Phường Long Bình,ward,26020,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Long Bình,environment.thanhphothudaumot
phuongquangvinh20250805154610535,Phường Quang Vinh,ward,26023,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Quang Vinh,environment.thanhphothudaumot
phuongthongnhat20250805154610536,Phường Thống Nhất,ward,26029,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Thống Nhất,environment.thanhphothudaumot
phuongtrungdung20250805154610537,Phường Trung Dũng,ward,26041,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Trung Dũng,environment.thanhphothudaumot
phuongbinhda20250805154610538,Phường Bình Đa,ward,26047,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Bình Đa,environment.thanhphothudaumot
phuonganbinh20250805154610539,Phường An Bình,ward,26050,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường An Bình,environment.thanhphothudaumot
phuongbuuhoa20250805154610541,Phường Bửu Hòa,ward,26053,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Bửu Hòa,environment.thanhphothudaumot
phuonglongbinhtan20250805154610542,Phường Long Bình Tân,ward,26056,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Long Bình Tân,environment.thanhphothudaumot
phuongtanvan20250805154610543,Phường Tân Vạn,ward,26059,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tân Vạn,environment.thanhphothudaumot
phuongtanhanh20250805154610544,Phường Tân Hạnh,ward,26062,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tân Hạnh,environment.thanhphothudaumot
phuonghiephoa20250805154610546,Phường Hiệp Hòa,ward,26065,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Hiệp Hòa,environment.thanhphothudaumot
phuonghoaan20250805154610547,Phường Hóa An,ward,26068,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Hóa An,environment.thanhphothudaumot
phuonganhoa20250805154610548,Phường An Hòa,ward,26371,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường An Hòa,environment.thanhphothudaumot
phuongtamphuoc20250805154610549,Phường Tam Phước,ward,26374,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Tam Phước,environment.thanhphothudaumot
phuongphuoctan20250805154610551,Phường Phước Tân,ward,26377,Tỉnh Đồng Nai > Thành phố Biên Hòa > Phường Phước Tân,environment.thanhphothudaumot
xalonghung20250805154610552,Xã Long Hưng,ward,26380,Tỉnh Đồng Nai > Thành phố Biên Hòa > Xã Long Hưng,environment.thanhphothudaumot
phuongxuanbinh20250805154610553,Phường Xuân Bình,ward,26077,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Xuân Bình,environment.huyenbaubang
phuongxuanan20250805154610554,Phường Xuân An,ward,26080,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Xuân An,environment.huyenbaubang
phuongxuanhoa20250805154610556,Phường Xuân Hoà,ward,26083,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Xuân Hoà,environment.huyenbaubang
phuongphubinh20250805154610557,Phường Phú Bình,ward,26086,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Phú Bình,environment.huyenbaubang
xabinhloc20250805154610558,Xã Bình Lộc,ward,26089,Tỉnh Đồng Nai > Thành phố Long Khánh > Xã Bình Lộc,environment.huyenbaubang
xabaoquang20250805154610559,Xã Bảo Quang,ward,26092,Tỉnh Đồng Nai > Thành phố Long Khánh > Xã Bảo Quang,environment.huyenbaubang
phuongsuoitre20250805154610560,Phường Suối Tre,ward,26095,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Suối Tre,environment.huyenbaubang
phuongbaovinh20250805154610561,Phường Bảo Vinh,ward,26098,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Bảo Vinh,environment.huyenbaubang
phuongxuanlap20250805154610563,Phường Xuân Lập,ward,26101,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Xuân Lập,environment.huyenbaubang
phuongbausen20250805154610564,Phường Bàu Sen,ward,26104,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Bàu Sen,environment.huyenbaubang
xabautram20250805154610565,Xã Bàu Trâm,ward,26107,Tỉnh Đồng Nai > Thành phố Long Khánh > Xã Bàu Trâm,environment.huyenbaubang
phuongxuantan20250805154610566,Phường Xuân Tân,ward,26110,Tỉnh Đồng Nai > Thành phố Long Khánh > Phường Xuân Tân,environment.huyenbaubang
xahanggon20250805154610568,Xã Hàng Gòn,ward,26113,Tỉnh Đồng Nai > Thành phố Long Khánh > Xã Hàng Gòn,environment.huyenbaubang
thitrantanphu20250805154610569,Thị trấn Tân Phú,ward,26116,Tỉnh Đồng Nai > Huyện Tân Phú > Thị trấn Tân Phú,environment.thixabencat
xadaklua20250805154610570,Xã Dak Lua,ward,26119,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Dak Lua,environment.thixabencat
xanamcattien20250805154610571,Xã Nam Cát Tiên,ward,26122,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Nam Cát Tiên,environment.thixabencat
xaphuan20250805154610572,Xã Phú An,ward,26125,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú An,environment.thixabencat
xatalai20250805154610573,Xã Tà Lài,ward,26131,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Tà Lài,environment.thixabencat
xaphulap20250805154610575,Xã Phú Lập,ward,26134,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Lập,environment.thixabencat
xaphuthinh20250805154610576,Xã Phú Thịnh,ward,26140,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Thịnh,environment.thixabencat
xathanhson20250805154610577,Xã Thanh Sơn,ward,26143,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Thanh Sơn,environment.thixabencat
xaphuson20250805154610579,Xã Phú Sơn,ward,26146,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Sơn,environment.thixabencat
xaphuxuan20250805154610580,Xã Phú Xuân,ward,26149,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Xuân,environment.thixabencat
xaphuloc20250805154610581,Xã Phú Lộc,ward,26152,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Lộc,environment.thixabencat
xaphulam20250805154610583,Xã Phú Lâm,ward,26155,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Lâm,environment.thixabencat
xaphubinh20250805154610584,Xã Phú Bình,ward,26158,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Bình,environment.thixabencat
xaphuthanh20250805154610585,Xã Phú Thanh,ward,26161,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Thanh,environment.thixabencat
xatraco20250805154610587,Xã Trà Cổ,ward,26164,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Trà Cổ,environment.thixabencat
xaphudien20250805154610588,Xã Phú Điền,ward,26167,Tỉnh Đồng Nai > Huyện Tân Phú > Xã Phú Điền,environment.thixabencat
thitranvinhan20250805154610589,Thị trấn Vĩnh An,ward,26170,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Thị trấn Vĩnh An,environment.huyenphugiao
xaphuly20250805154610590,Xã Phú Lý,ward,26173,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Phú Lý,environment.huyenphugiao
xatrian20250805154610591,Xã Trị An,ward,26176,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Trị An,environment.huyenphugiao
xatanan20250805154610593,Xã Tân An,ward,26179,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Tân An,environment.huyenphugiao
xavinhtan20250805154610594,Xã Vĩnh Tân,ward,26182,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Vĩnh Tân,environment.huyenphugiao
xabinhloi20250805154610595,Xã Bình Lợi,ward,26185,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Bình Lợi,environment.huyenphugiao
xathanhphu20250805154610596,Xã Thạnh Phú,ward,26188,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Thạnh Phú,environment.huyenphugiao
xathientan20250805154610597,Xã Thiện Tân,ward,26191,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Thiện Tân,environment.huyenphugiao
xatanbinh20250805154610599,Xã Tân Bình,ward,26194,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Tân Bình,environment.huyenphugiao
xamada20250805154610600,Xã Mã Đà,ward,26200,Tỉnh Đồng Nai > Huyện Vĩnh Cửu > Xã Mã Đà,environment.huyenphugiao
thitrandinhquan20250805154610601,Thị trấn Định Quán,ward,26206,Tỉnh Đồng Nai > Huyện Định Quán > Thị trấn Định Quán,environment.thixatanuyen
xathanhson20250805154610602,Xã Thanh Sơn,ward,26209,Tỉnh Đồng Nai > Huyện Định Quán > Xã Thanh Sơn,environment.thixatanuyen
xaphutan20250805154610603,Xã Phú Tân,ward,26212,Tỉnh Đồng Nai > Huyện Định Quán > Xã Phú Tân,environment.thixatanuyen
xaphuvinh20250805154610605,Xã Phú Vinh,ward,26215,Tỉnh Đồng Nai > Huyện Định Quán > Xã Phú Vinh,environment.thixatanuyen
xaphuloi20250805154610606,Xã Phú Lợi,ward,26218,Tỉnh Đồng Nai > Huyện Định Quán > Xã Phú Lợi,environment.thixatanuyen
xaphuhoa20250805154610607,Xã Phú Hòa,ward,26221,Tỉnh Đồng Nai > Huyện Định Quán > Xã Phú Hòa,environment.thixatanuyen
xangocdinh20250805154610608,Xã Ngọc Định,ward,26224,Tỉnh Đồng Nai > Huyện Định Quán > Xã Ngọc Định,environment.thixatanuyen
xalanga20250805154610609,Xã La Ngà,ward,26227,Tỉnh Đồng Nai > Huyện Định Quán > Xã La Ngà,environment.thixatanuyen
xagiacanh20250805154610611,Xã Gia Canh,ward,26230,Tỉnh Đồng Nai > Huyện Định Quán > Xã Gia Canh,environment.thixatanuyen
xaphungoc20250805154610612,Xã Phú Ngọc,ward,26233,Tỉnh Đồng Nai > Huyện Định Quán > Xã Phú Ngọc,environment.thixatanuyen
xaphucuong20250805154610613,Xã Phú Cường,ward,26236,Tỉnh Đồng Nai > Huyện Định Quán > Xã Phú Cường,environment.thixatanuyen
xatuctrung20250805154610614,Xã Túc Trưng,ward,26239,Tỉnh Đồng Nai > Huyện Định Quán > Xã Túc Trưng,environment.thixatanuyen
xaphutuc20250805154610615,Xã Phú Túc,ward,26242,Tỉnh Đồng Nai > Huyện Định Quán > Xã Phú Túc,environment.thixatanuyen
xasuoinho20250805154610617,Xã Suối Nho,ward,26245,Tỉnh Đồng Nai > Huyện Định Quán > Xã Suối Nho,environment.thixatanuyen
thitrantrangbom20250805154610618,Thị trấn Trảng Bom,ward,26248,Tỉnh Đồng Nai > Huyện Trảng Bom > Thị trấn Trảng Bom,environment.thanhphodian
xathanhbinh20250805154610619,Xã Thanh Bình,ward,26251,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Thanh Bình,environment.thanhphodian
xacaygao20250805154610620,Xã Cây Gáo,ward,26254,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Cây Gáo,environment.thanhphodian
xabauham20250805154610621,Xã Bàu Hàm,ward,26257,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Bàu Hàm,environment.thanhphodian
xasongthao20250805154610623,Xã Sông Thao,ward,26260,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Sông Thao,environment.thanhphodian
xasongtrau20250805154610624,Xã Sông Trầu,ward,26263,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Sông Trầu,environment.thanhphodian
xadonghoa20250805154610625,Xã Đông Hoà,ward,26266,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Đông Hoà,environment.thanhphodian
xabacson20250805154610626,Xã Bắc Sơn,ward,26269,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Bắc Sơn,environment.thanhphodian
xahonai320250805154610627,Xã Hố Nai 3,ward,26272,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Hố Nai 3,environment.thanhphodian
xatayhoa20250805154610628,Xã Tây Hoà,ward,26275,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Tây Hoà,environment.thanhphodian
xabinhminh20250805154610630,Xã Bình Minh,ward,26278,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Bình Minh,environment.thanhphodian
xatrunghoa20250805154610631,Xã Trung Hoà,ward,26281,Tỉnh Đồng Nai > Huyện Trảng Bom > Xã Trung Hoà,environment.thanhphodian
